NUM_ID,NAME,SQL_TEXT,FREQUENCY,CATEGORY_ID,EMAIL_TO,STATE,ALERT_GROUP_ID,BRANCH_CODE,TYPE_ID,RISK_RATING_ID,FIRST_LINE_OWNER,SECOND_LINE_OWNER,FIRST_OWNER_ID,POLICY_ID,SECOND_OWNER_ID,APPROVER_ID,APPROVED_AT,USER_ID,CREATED_AT,NARRATION
20200,Rate Code,,,1.0,,active,,00001,414.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20202,Cash analysis not indicated on the Form A,,,1.0,,active,,00001,414.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20204,Incomplete Transaction,,,1.0,,active,,00001,414.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18625,Exposure of customers documents and details,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20207,Transaction debited on Finacle not transmitted on Swift,,,1.0,,active,,00001,414.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20209,Wrong Execution,,,1.0,,active,,00001,287.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20211,Charges not taken,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20214,No Control staff confirmation on Staff transaction,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20216,Stale cheque booklets in CSU custody,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20218,Wrong Account on customer instrument,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20221,No indemnity Clause on Instruction,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20223,Alteration not Signed,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20225,Cheque leaf used to consummate transaction on system not destroyed,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20227,supporting documents not stamped,,,1.0,,active,,00001,305.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19865,Instruction not sv,,,1.0,,active,,00001,460.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19871,Cheque paid but not confirmed.,,,1.0,,active,,00001,333.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19879,Amount Mismatch,,,1.0,,active,,00001,333.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19892,Wrong Scheme,,,1.0,,active,,00001,336.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19895,BIN card not updated,,,1.0,,active,,00001,336.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19901,Missing/Delayed Tickets,,,1.0,,active,,00001,357.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19908,Wrong Upload,,,1.0,,active,,00001,358.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19915,Incomplete Transaction,,,1.0,,active,,00001,382.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19758,branch flags tored and very dirty,,,1.0,,active,,00001,282.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19762,Faulty Airconditioners,,,1.0,,active,,00001,282.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19769,Cables not properly trunked,,,1.0,,active,,00001,282.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19776,CHUBB safe locked with only one lock,,,1.0,,active,,00001,282.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19789,Culture,,,1.0,,active,,00001,283.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19792,attendance not maintained or updated,,,1.0,,active,,00001,283.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19803,Wrong Amount,,,1.0,,active,,00001,304.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19811,credit documentation papers not signature verified,,,1.0,,active,,00001,356.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19289,ATM physical cash higher than the finacle balance,,,1.0,,active,,00001,301.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19122,Wrong Account,,,1.0,,active,,00001,401.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19199,Customers instruction to close not treated,,,1.0,,active,,00001,273.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19248,Counter cheque issued without registering it,,,1.0,,active,,00001,299.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19257,Cheque with Banks old logo,,,1.0,,active,,00001,299.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19261,Withdrawal above teller limit without approval,,,1.0,,active,,00001,299.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19705,No email indemnity on finacle mandate,,,1.0,,active,,00001,302.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19575,No amount in figure,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19579,Instruction not signature verified,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19588,Cheque with Banks old logo,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19595,Wrong timestamp date,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19601,Stale cheques still in custody of the tellers,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19606,Incomplete Signatory,,,1.0,,active,,00001,280.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19613,Wrong/Incomplete Transfer Details,,,1.0,,active,,00001,280.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18616,CCTV not archiving and playing back,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17782,Instruction not timestamped,,,1.0,,active,,00001,322.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18597,No Dip stick,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18599,Over grown grass,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18606,branch walls are dirty and not painted,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18294,Wrong expense head used,,,1.0,,active,,00001,372.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18302,Fiticious expense,,,1.0,,active,,00001,372.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18305,Expenses paid through staff account,,,1.0,,active,,00001,372.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18312,Wrong/Incomplete Transfer Details,,,1.0,,active,,00001,373.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18323,Cheque not destroyed on finacle after usage,,,1.0,,active,,00001,351.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18331,Instruction not timestamped,,,1.0,,active,,00001,429.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18338,Closure proceeds moved to transit/Suspense account,,,1.0,,active,,00001,429.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18688,Missing/Delayed Tickets,,,1.0,,active,,00001,297.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17823,Purchase without RBH/ED approval,,,1.0,,active,,00001,425.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17827,Wrong Amount Processed,,,1.0,,active,,00001,425.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
7101,Transactions Structured To Avoid Detection,"SELECT st.account_number,account_name,
  crf_type,CAST(amt_lcy AS DECIMAL(36,2)) amt_lcy,business_date,dt.narrative tran_type,st.narrative,
  st.date_time_custom 
FROM ICOMPLY_STERLING.st_stmt_entry st,
ICOMPLY_STERLING.st_transaction_details dt,ICOMPLY_STERLING.st_accounts ac
WHERE st.transaction_code=dt.transaction_code AND st.account_number=ac.account_number
AND CAST(amt_lcy AS DECIMAL(36,2)) BETWEEN -9999.00 and -9900.00
AND business_date between '2023-03-20' and '2023-03-30'
ORDER BY CAST(amt_lcy AS DECIMAL(36,2)) desc",day,21.0,"jonathan.o@novajii.com,chizo.o@novajii.com,favour.e@novajii.com,hanson.e@novajii.com,charles.e@novajii.com,oluwatobi.obademi@ICOMPLY_STERLING.ng",active,22.0,NG0010001,,,,,5469.0,1.0,5469.0,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
7102,Unusual Transaction In customer's account,"SELECT st.account_number
  ,account_name
  ,crf_type
  ,CASE WHEN CAST(amt_lcy AS DECIMAL(36,2))<0 THEN CAST(amt_lcy AS DECIMAL(36,2)) END outflows
  ,CASE WHEN CAST(amt_lcy AS DECIMAL(36,2))>0 THEN CAST(amt_lcy AS DECIMAL(36,2)) END inflows
  ,sm.avg_tran
  ,st.business_date
  ,st.transaction_code
  ,st.date_time_custom
FROM ICOMPLY_STERLING.st_stmt_entry st,ICOMPLY_STERLING.st_transaction_details dt,ICOMPLY_STERLING.st_accounts ac,
    (SELECT account_number,Avg(Abs(CAST(amt_lcy AS DECIMAL(36,2)))) avg_tran 
        FROM ICOMPLY_STERLING.st_stmt_entry 
        WHERE transaction_code IN ('799','258','28','866','792','782','806','849')
        GROUP BY account_number) sm
WHERE st.transaction_code=dt.transaction_code 
AND st.account_number=ac.account_number
AND sm.account_number=st.account_number
AND st.transaction_code IN ('799','258','28','866','792','782','806','849')
AND Abs(CAST(st.amt_lcy AS DECIMAL(36,2)))>sm.avg_tran*10
ORDER BY date_time_custom ASC",day,21.0,"chizo.o@novajii.com,jonathan.o@novajii.com,charles.e@novajii.com,hanson.e@novajii.com,favour.e@novajii.com,oluwatobi.obademi@ICOMPLY_STERLING.ng",active,22.0,NG0010001,,,,,5469.0,1.0,5469.0,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19195,Signature Verification Incomplete,,,1.0,,active,,00001,273.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19204,Wrong timestamp date,,,1.0,,active,,00001,273.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19707,Cheque paid but not confirmed.,,,1.0,,active,,00001,302.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19539,Wrong Date on instrument,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19546,UV light not functional,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19553,Alteration not Signed,,,1.0,,active,,00001,406.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19561,Amount Mismatch,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19567,Time Stampimg,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19585,Cash Analysis,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19602,Wrong/Incomplete Transfer Details,,,1.0,,active,,00001,379.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18618,HDD register not maintained or duly updated,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18636,No CCTV coverage in the environment,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19303,Image not sighted,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19310,Tellers register not signed by the Cash officer,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17966,Instrument not sv,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17973,Charges not taken,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17980,Wrong/no filing,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17983,Customer collecting cheque without signing,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17991,Documentation,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17998,Wrong Execution,,,1.0,,active,,00001,394.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18048,Register not updated,,,1.0,,active,,00001,328.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18055,Credit to wrong account,,,1.0,,active,,00001,328.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18058,Instrument not sv,,,1.0,,active,,00001,328.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18065,Customer request letter not in place,,,1.0,,active,,00001,329.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17623,Cheque paid but not confirmed.,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17630,Stale date on instrument,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17637,Cheque suppression,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17640,NIBBS/NEFT not treated,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17649,Customers request not treated,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17657,Alteration in customers instruction,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17661,Incomplete Transaction,,,1.0,,active,,00001,448.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19994,Instruction not timestamped,,,1.0,,active,,00001,461.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20001,No FD Rollover Rate Approval,,,1.0,,active,,00001,462.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20008,Wrong Settlement value,,,1.0,,active,,00001,462.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20015,Email instruction treated without indemnity,,,1.0,,active,,00001,462.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20022,FD Rate Abnormal,,,1.0,,active,,00001,462.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20029,Wrong Account,,,1.0,,active,,00001,286.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20035,Incomplete Transaction,,,1.0,,active,,00001,438.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20039,Amount Mismatch,,,1.0,,active,,00001,438.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20045,Duplicate Transaction,,,1.0,,active,,00001,438.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20053,Branch Fixed asset register not up to date,,,1.0,,active,,00001,337.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20061,Instruction not sv,,,1.0,,active,,00001,439.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20068,Missing/Delayed Tickets,,,1.0,,active,,00001,439.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18387,Wrong Execution,,,1.0,,active,,00001,296.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18394,Missing/Delayed Tickets,,,1.0,,active,,00001,430.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18406,Wrong timestamp date,,,1.0,,active,,00001,430.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17069,FX Blotter,,,1.0,,active,,00001,415.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17072,Wrong Amount,,,1.0,,active,,00001,415.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17078,Stale date on customer Instruction,,,1.0,,active,,00001,415.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17087,Instruction not sv,,,1.0,,active,,00001,415.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17098,Documentation,,,1.0,,active,,00001,341.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
17101,Duplicate Transaction,,,1.0,,active,,00001,341.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20072,MC issued from transit witout approval,,,1.0,,active,,00001,439.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
20074,Register tore and not adequately kept,,,1.0,,active,,00001,439.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18633,Dual control not observed,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
18637,Register not numbered accordingly,,,1.0,,active,,00001,454.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19342,Invalid Cheque,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19348,No valid ID for third party withdrawal,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19358,Amount in words differs from figure,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19362,Email transfer instuction without customer email indemnity in place,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19372,Instruction not properly filed/Missing,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19379,Signature Verification Incomplete,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
19387,Wrong date on deposit slip,,,1.0,,active,,00001,279.0,,,,,,,,2024-02-18 18:22:01,43.0,2024-02-18 18:22:01,Kindly review and revert
